270,1711,328,1711,328,1725,270,1725,###
503,1708,544,1708,544,1717,503,1717,###
745,1701,791,1701,791,1714,745,1714,###
985,1700,1028,1700,1028,1710,985,1710,###
1222,1695,1263,1695,1263,1706,1222,1706,###
1450,1697,1502,1697,1502,1708,1450,1708,###
1689,1694,1736,1694,1736,1703,1689,1703,###
1930,1687,1970,1687,1970,1701,1930,1701,###
2166,1684,2208,1684,2208,1697,2166,1697,###
2395,1684,2442,1684,2442,1693,2395,1693,###
2628,1679,2696,1679,2696,1692,2628,1692,###
2854,1675,2921,1675,2921,1690,2854,1690,###
3090,1673,3159,1673,3159,1686,3090,1686,###
3328,1673,3433,1673,3433,1698,3328,1698,###
3572,1668,3649,1668,3649,1681,3572,1681,###
3804,1666,3869,1666,3869,1678,3804,1678,###
482,1774,494,1774,494,1789,482,1789,###
465,1813,479,1813,479,1830,465,1830,###
729,1771,753,1771,753,1783,729,1783,###
712,1809,740,1809,740,1824,712,1824,###
967,1767,999,1767,999,1789,967,1789,###
962,1800,991,1800,991,1818,962,1818,###
1210,1765,1234,1765,1234,1783,1210,1783,###
1208,1800,1228,1800,1228,1812,1208,1812,###
1456,1758,1485,1758,1485,1778,1456,1778,###
1449,1798,1483,1798,1483,1814,1449,1814,###
1698,1756,1725,1756,1725,1775,1698,1775,###
1696,1793,1722,1793,1722,1808,1696,1808,###
1942,1754,1965,1754,1965,1771,1942,1771,###
1946,1789,1965,1789,1965,1806,1946,1806,###
2184,1752,2191,1752,2191,1766,2184,1766,###
2185,1788,2206,1788,2206,1800,2185,1800,###
2426,1749,2433,1749,2433,1767,2426,1767,###
2430,1785,2455,1785,2455,1799,2430,1799,###
2662,1751,2685,1751,2685,1758,2662,1758,###
2671,1781,2696,1781,2696,1796,2671,1796,###
2898,1741,2922,1741,2922,1759,2898,1759,###
2906,1775,2941,1775,2941,1796,2906,1796,###
3318,1850,3331,1850,3331,1861,3318,1861,###
3340,1889,3354,1889,3354,1903,3340,1903,###
3453,1963,3464,1963,3464,1974,3453,1974,###
3470,2005,3493,2005,3493,2019,3470,2019,###
409,2131,429,2131,429,2146,409,2146,###
382,2176,411,2176,411,2193,382,2193,###
2586,2098,2602,2098,2602,2126,2586,2126,###
2852,2083,2871,2083,2871,2115,2852,2115,###
3116,2086,3158,2086,3158,2098,3116,2098,###
2817,1847,2849,1847,2849,1879,2817,1879,###
3063,1848,3106,1848,3106,1880,3063,1880,###
2933,1968,2981,1968,2981,2002,2933,2002,###
600,227,670,227,670,352,600,352,###
663,218,712,218,712,342,663,342,###
704,209,744,209,744,334,704,334,###
132,567,298,567,298,598,132,598,###
132,567,298,567,298,598,132,598,###
3681,644,3887,644,3887,728,3681,728,###
